scraped_at,park_id,name,district,private_car_vacancy,motorcycle_vacancy,lgv_vacancy,last_update,opening_status
2026-03-04T00:31:32.207778+08:00,12,Amoy Plaza,Kwun Tong District,117,0,0,2026-03-03 23:34:55,OPEN
2026-03-04T00:31:32.207778+08:00,27,Yau Lai Shopping Centre Carpark,Kwun Tong District,3,2,,2026-03-03 14:04:16,OPEN
2026-03-04T00:31:32.207778+08:00,30,Telford Plaza D Carpark,Kwun Tong District,62,,,2026-03-03 23:24:01,OPEN
2026-03-04T00:31:32.207778+08:00,31,Telford Plaza I Carpark,Kwun Tong District,161,,,2026-03-04 00:28:40,OPEN
2026-03-04T00:31:32.207778+08:00,32,Telford Plaza II Carpark,Kwun Tong District,88,,,2026-03-04 00:22:30,OPEN
2026-03-04T00:31:32.207778+08:00,37,Manhattan Place Carpark,Kwun Tong District,45,,,2026-03-03 21:49:17,OPEN
2026-03-04T00:31:32.207778+08:00,38,Domain Carpark,Kwun Tong District,117,,,2026-03-03 22:04:39,OPEN
2026-03-04T00:31:32.207778+08:00,75,Landmark East Carpark,Kwun Tong District,51,,,2026-03-04 00:29:48,OPEN
2026-03-04T00:31:32.207778+08:00,77,Kingston International Center,Kwun Tong District,93,,,2026-03-03 22:54:00,OPEN
2026-03-04T00:31:32.207778+08:00,78,Stelux House,Wong Tai Sin District,8,,,2026-03-03 17:04:19,OPEN
2026-03-04T00:31:32.207778+08:00,88,"Public Vehicle Parking, 8 Yan Yue Wai, Yau Tong",Kwun Tong District,42,,22,2026-03-03 12:19:05,OPEN
2026-03-04T00:31:32.207778+08:00,93,Hong Ning Road Park Car Park,Kwun Tong District,0,,,2026-03-03 21:51:20,OPEN
2026-03-04T00:31:32.207778+08:00,100,Prosperity Place Car Park,Kwun Tong District,29,,,2026-03-04 00:23:51,OPEN
2026-03-04T00:31:32.207778+08:00,101,Prosperity Center Car Park,Kwun Tong District,66,,,2026-03-03 23:59:50,OPEN
2026-03-04T00:31:32.207778+08:00,102,Scramble Hill,Kwun Tong District,150,,,2026-03-04 00:06:50,OPEN
2026-03-04T00:31:32.207778+08:00,103,One Sky Parc (Wilson Parking),Kwun Tong District,44,,,2026-03-03 23:43:00,OPEN
2026-03-04T00:31:32.207778+08:00,104,AIRSIDE,Wong Tai Sin District,623,71,,2026-03-04 00:26:30,OPEN
2026-03-04T00:31:32.207778+08:00,117,Kai Ching Estate Car Park,Kowloon City District,18,,,2026-03-03 21:22:40,OPEN
2026-03-04T00:31:32.207778+08:00,118,Tak Long Estate Carpark A,Kowloon City District,24,,,2026-03-04 00:03:10,OPEN
2026-03-04T00:31:32.207778+08:00,119,Tak Long Estate Carpark B,Kowloon City District,2,,,2026-03-04 00:03:10,OPEN
2026-03-04T00:31:32.207778+08:00,123,KTR350 Car Park,Kwun Tong District,70,,,2026-03-03 23:59:50,OPEN
2026-03-04T00:31:32.207778+08:00,124,Stadium Carpark,Kowloon City District,302,34,,2026-03-01 19:01:50,OPEN
2026-03-04T00:31:32.207778+08:00,125,Arena Carpark,Kowloon City District,123,8,,2026-03-01 19:05:21,OPEN
2026-03-04T00:31:32.207778+08:00,128,The Burrow (Wilson Parking),Wong Tai Sin District,35,,,2026-03-04 00:09:20,OPEN
2026-03-04T00:31:32.207778+08:00,tdc166p1,Phase 1 Carpark of Tin Ching Estate,Yuen Long,-1,,,2026-03-04 00:29:02,CLOSED
2026-03-04T00:31:32.207778+08:00,tdc6p11,Cheung Shan Estate Carpark,Tsuen Wan,-1,,,2026-03-04 00:29:02,OPEN
2026-03-04T00:31:32.207778+08:00,tdc245p1,Hong Wah Court Car Park,Kwun Tong,-1,,,2026-03-04 00:29:02,CLOSED
2026-03-04T00:31:32.207778+08:00,tdc6p8,Kwai Shing West Shopping Centre Car Park,Kwai Tsing,-1,,,2026-03-04 00:29:02,OPEN
2026-03-04T00:31:32.207778+08:00,tdc6p9,Lai King Estate Car Park C,Kwai Tsing,-1,,,2026-03-04 00:29:02,OPEN
2026-03-04T00:31:32.207778+08:00,tdc8p3,MTR Hong Kong Station Car Park,Central & Western,248,,,2026-03-04 00:28:14,OPEN
2026-03-04T00:31:32.207778+08:00,tdcp10,Aberdeen Car Park,Southern,30,5,,2026-03-04 00:28:11,OPEN
2026-03-04T00:31:32.207778+08:00,tdcp11,Tin Hau Car Park,Wan Chai,187,0,,2026-03-04 00:28:12,OPEN
2026-03-04T00:31:32.207778+08:00,tdcp12,Sheung Fung Street Car Park,Wong Tai Sin,66,2,,2026-03-04 00:28:12,OPEN
2026-03-04T00:31:32.207778+08:00,tdcp2,Rumsey Street Car Park,Central & Western,506,31,,2026-03-04 00:28:11,OPEN
2026-03-04T00:31:32.207778+08:00,tdcp3,Tsuen Wan Car Park,Tsuen Wan,-1,-1,,2026-03-04 00:29:02,OPEN
2026-03-04T00:31:32.207778+08:00,tdcp5,City Hall Car Park,Central & Western,129,6,,2026-03-04 00:28:11,OPEN
2026-03-04T00:31:32.207778+08:00,tdcp6,Kwai Fong Car Park,Kwai Tsing,156,7,,2026-03-04 00:28:11,OPEN
2026-03-04T00:31:32.207778+08:00,tdcp7,Kennedy Town Car Park,Central & Western,30,0,,2026-03-04 00:28:11,OPEN
2026-03-04T00:31:32.207778+08:00,tdcp8,Star Ferry Car Park,Central & Western,295,11,,2026-03-04 00:28:11,OPEN
2026-03-04T00:31:32.207778+08:00,tdcp9,Shau Kei Wan Car Park,Eastern,94,5,,2026-03-04 00:28:11,OPEN
2026-03-04T00:31:32.207778+08:00,tdstt2p2,Value Parking Shan Mei Street,Sha Tin,-1,,,2026-03-04 00:29:02,OPEN
2026-03-04T00:31:32.207778+08:00,tdc5p1,Hopewell Centre,Wan Chai,-1,,,2026-03-04 00:29:02,OPEN
2026-03-04T00:31:32.207778+08:00,tdc5p3,Wu Chung House,Wan Chai,-1,,,2026-03-04 00:29:02,OPEN
2026-03-04T00:31:32.207778+08:00,tdc5p4,Panda Place,Tsuen Wan,-1,,,2026-03-04 00:29:02,OPEN
2026-03-04T00:31:32.207778+08:00,tdc17p1,Xiqu Centre Car Park,Yau Tsim Mong,44,,,2026-03-04 00:27:12,OPEN
2026-03-04T00:31:32.207778+08:00,tdstt30,Hoi Ting Road,Yau Tsim Mong,17,,,2026-03-04 00:27:38,OPEN
2026-03-04T00:31:32.207778+08:00,tdc1p5,Lee Garden Three Car Park,Wan Chai,-1,,,2026-03-04 00:29:02,OPEN
2026-03-04T00:31:32.207778+08:00,tdc1p4,Hysan Place Car Park,Wan Chai,-1,,,2026-03-04 00:29:02,OPEN
2026-03-04T00:31:32.207778+08:00,tdc1p3,Leighton Centre Car Park,Wan Chai,-1,,,2026-03-04 00:29:02,CLOSED
2026-03-04T00:31:32.207778+08:00,tdc1p2,LEE GARDEN TWO CAR PARK,Wan Chai,-1,,,2026-03-04 00:29:02,CLOSED
2026-03-04T00:31:32.207778+08:00,tdc1p1,LEE GARDEN ONE CAR PARK,Wan Chai,-1,,,2026-03-04 00:29:02,CLOSED
2026-03-04T00:31:32.207778+08:00,tdc17p3,West Gate Open Car Park,Yau Tsim Mong,0,,,2026-03-03 22:58:12,OPEN
2026-03-04T00:31:32.207778+08:00,tdstt3p1,Skye Parking Ho Tin Street,Tuen Mun,-1,,-1,2026-03-04 00:29:02,OPEN
2026-03-04T00:31:32.207778+08:00,tdc17p2,Art Park Car Park,Yau Tsim Mong,204,0,,2026-03-04 00:28:12,OPEN
2026-03-04T00:31:32.207778+08:00,tdstt5p1,Skye Parking Ma Wo Road,Tai Po,-1,,,2026-03-04 00:29:02,OPEN
2026-03-04T00:31:32.207778+08:00,tdc14p1004,Choi Ming Car Park 1,Sai Kung,30,,,2026-03-04 00:29:00,OPEN
2026-03-04T00:31:32.207778+08:00,tdc14p1005,Choi Ming Car Park 2,Sai Kung,30,,,2026-03-04 00:29:00,OPEN
2026-03-04T00:31:32.207778+08:00,tdc14p1006,Kin Ming Car Park A,Sai Kung,30,,,2026-03-04 00:29:00,OPEN
