scraped_at,park_id,name,district,private_car_vacancy,motorcycle_vacancy,lgv_vacancy,last_update,opening_status
2026-03-05T00:00:37.745105+08:00,12,Amoy Plaza,Kwun Tong District,85,0,0,2026-03-04 13:05:04,OPEN
2026-03-05T00:00:37.745105+08:00,27,Yau Lai Shopping Centre Carpark,Kwun Tong District,7,2,,2026-03-04 22:39:25,OPEN
2026-03-05T00:00:37.745105+08:00,30,Telford Plaza D Carpark,Kwun Tong District,65,,,2026-03-04 23:26:00,OPEN
2026-03-05T00:00:37.745105+08:00,31,Telford Plaza I Carpark,Kwun Tong District,166,,,2026-03-04 23:45:30,OPEN
2026-03-05T00:00:37.745105+08:00,32,Telford Plaza II Carpark,Kwun Tong District,80,,,2026-03-04 23:33:31,OPEN
2026-03-05T00:00:37.745105+08:00,37,Manhattan Place Carpark,Kwun Tong District,45,,,2026-03-04 22:17:46,OPEN
2026-03-05T00:00:37.745105+08:00,38,Domain Carpark,Kwun Tong District,21,,,2026-03-04 13:10:02,OPEN
2026-03-05T00:00:37.745105+08:00,75,Landmark East Carpark,Kwun Tong District,50,,,2026-03-04 23:55:22,OPEN
2026-03-05T00:00:37.745105+08:00,77,Kingston International Center,Kwun Tong District,92,,,2026-03-04 23:00:41,OPEN
2026-03-05T00:00:37.745105+08:00,78,Stelux House,Wong Tai Sin District,12,,,2026-03-04 17:26:44,OPEN
2026-03-05T00:00:37.745105+08:00,88,"Public Vehicle Parking, 8 Yan Yue Wai, Yau Tong",Kwun Tong District,54,,24,2026-03-04 09:32:09,OPEN
2026-03-05T00:00:37.745105+08:00,93,Hong Ning Road Park Car Park,Kwun Tong District,0,,,2026-03-04 23:06:30,OPEN
2026-03-05T00:00:37.745105+08:00,100,Prosperity Place Car Park,Kwun Tong District,24,,,2026-03-04 23:52:41,OPEN
2026-03-05T00:00:37.745105+08:00,101,Prosperity Center Car Park,Kwun Tong District,65,,,2026-03-04 23:39:50,OPEN
2026-03-05T00:00:37.745105+08:00,102,Scramble Hill,Kwun Tong District,150,,,2026-03-04 22:47:30,OPEN
2026-03-05T00:00:37.745105+08:00,103,One Sky Parc (Wilson Parking),Kwun Tong District,44,,,2026-03-04 23:33:11,OPEN
2026-03-05T00:00:37.745105+08:00,104,AIRSIDE,Wong Tai Sin District,611,70,,2026-03-04 23:54:00,OPEN
2026-03-05T00:00:37.745105+08:00,117,Kai Ching Estate Car Park,Kowloon City District,23,,,2026-03-04 20:55:30,OPEN
