scraped_at,park_id,name,district,private_car_vacancy,motorcycle_vacancy,lgv_vacancy,last_update,opening_status
2026-01-31T00:22:48.435412+08:00,27,Yau Lai Shopping Centre Carpark,Kwun Tong District,5,2,,2026-01-30 22:51:05,OPEN
2026-01-31T00:22:48.435412+08:00,30,Telford Plaza D Carpark,Kwun Tong District,59,,,2026-01-30 23:54:40,OPEN
2026-01-31T00:22:48.435412+08:00,31,Telford Plaza I Carpark,Kwun Tong District,161,,,2026-01-31 00:11:10,OPEN
2026-01-31T00:22:48.435412+08:00,32,Telford Plaza II Carpark,Kwun Tong District,90,,,2026-01-30 23:45:41,OPEN
2026-01-31T00:22:48.435412+08:00,38,Domain Carpark,Kwun Tong District,99,,,2026-01-30 22:51:01,OPEN
2026-01-31T00:22:48.435412+08:00,75,Landmark East Carpark,Kwun Tong District,25,,,2026-01-30 12:25:34,OPEN
2026-01-31T00:22:48.435412+08:00,77,Kingston International Center,Kwun Tong District,92,,,2026-01-30 23:55:40,OPEN
2026-01-31T00:22:48.435412+08:00,78,Stelux House,Wong Tai Sin District,11,,,2026-01-30 17:24:15,OPEN
2026-01-31T00:22:48.435412+08:00,81,Manulife Place,Kwun Tong District,78,3,5,2026-01-28 14:25:45,OPEN
2026-01-31T00:22:48.435412+08:00,88,"Public Vehicle Parking, 8 Yan Yue Wai, Yau Tong",Kwun Tong District,5,,19,2026-01-30 11:39:53,OPEN
2026-01-31T00:22:48.435412+08:00,93,Hong Ning Road Park Car Park,Kwun Tong District,1,,,2026-01-31 00:08:10,OPEN
2026-01-31T00:22:48.435412+08:00,100,Prosperity Place Car Park,Kwun Tong District,17,,,2026-01-30 23:30:30,OPEN
2026-01-31T00:22:48.435412+08:00,101,Prosperity Center Car Park,Kwun Tong District,66,,,2026-01-31 00:03:30,OPEN
2026-01-31T00:22:48.435412+08:00,102,Scramble Hill,Kwun Tong District,148,,,2026-01-31 00:09:00,OPEN
2026-01-31T00:22:48.435412+08:00,103,One Sky Parc (Wilson Parking),Kwun Tong District,40,,,2026-01-30 23:53:51,OPEN
2026-01-31T00:22:48.435412+08:00,104,AIRSIDE,Wong Tai Sin District,648,77,,2026-01-31 00:09:50,OPEN
2026-01-31T00:22:48.435412+08:00,117,Kai Ching Estate Car Park,Kowloon City District,23,,,2026-01-31 00:01:30,OPEN
2026-01-31T00:22:48.435412+08:00,118,Tak Long Estate Carpark A,Kowloon City District,26,,,2026-01-31 00:03:30,OPEN
2026-01-31T00:22:48.435412+08:00,119,Tak Long Estate Carpark B,Kowloon City District,2,,,2026-01-31 00:03:30,OPEN
2026-01-31T00:22:48.435412+08:00,123,KTR350 Car Park,Kwun Tong District,75,,,2026-01-30 21:23:00,OPEN
2026-01-31T00:22:48.435412+08:00,124,Stadium Carpark,Kowloon City District,276,34,,2026-01-31 00:13:32,OPEN
2026-01-31T00:22:48.435412+08:00,125,Arena Carpark,Kowloon City District,201,9,,2026-01-31 00:03:50,OPEN
