park_id,name_en,address_en,district,latitude,longitude,height_limit,opening_status,website,phone
tdc26p1,No.1 Lei Yue Mun Path Public Carpark,"No.1 Lei Yue Mun Path, Yau Tong, Kowloon",Kwun Tong,22.292694384,114.238817154,0,OPEN,,2791 1860
tdc26p2,Pioneer Centre Car Park,NO.133 Sai Yeung Choi Street South,Yau Tsim Mong,22.32224464,114.16905212,0,OPEN,http://www.pioneer-centre.com.hk/en/parking,2399 8201
tdc27p1,Kowloon Tsai Park Carpark,"13 Inverness Road, Kowloon City",Kowloon City,22.33398628,114.18489838,0,OPEN,,
tdc10p1,Sai Kung Government Offices Carpark,"Man Nin Street No 24 ,Sai Kung",Sai Kung,22.382026,114.272443,2.45,OPEN,,
tdc6p6,Po Heung Estate Car Park,"No.1 Po Heung Street, Tai Po, N.T",Tai Po,22.446862864,114.165271187,0,OPEN,,
tdc45p1,Tuen Mun Government Offices,"No.1 Tuen Hi Road, Tuen Mun, New Territories",Tuen Mun,22.390339862263,113.97626659279,0,OPEN,,
tdc48p3,Sham Shui Po Sports Ground,"3 Hing Wah Street, Cheung Sha Wan, Kowloon",Sham Shui Po,22.336909815977,114.1512314851,2.45,OPEN,,
tdc48p2,Lung Cheung Road Lookout,Lung Cheung Road,Sham Shui Po,22.34304237,114.17129517,0,OPEN,,
tdc136p1,Yung Ming Court Car Park,"5 Chi Shin Street, Tseung Kwan O,  New Territories",Sai Kung,22.304526711515,114.26395458928,0,CLOSED,,35425180
tdc48p1,Lai Chi Kok Park,"1 Lai Wan Road, Lai Chi Kok, Kowloon",Sham Shui Po,22.33974648,114.13822174,2.45,OPEN,,
tdc14p4259,Sha Kok Car Park 1,"Sha Kok Commercial Centre, 5 Sha Kok Street, Sha Tin,  New Territories",Sha Tin,22.377968246625,114.19400865491,1.7,OPEN,https://www.linkhk.com/en/parking/4259,5487 7944
tdc14p4258,Sha Kok Car Park 2,"Sha Kok Commercial Centre, 5 Sha Kok Street, Sha Tin,  New Territories",Sha Tin,22.378064167255,114.19387896625,2,OPEN,https://www.linkhk.com/en/parking/4258,5487 7944
tdc6p13,Kwai Chung Shopping Centre,"Sheung Kok Street, Kwai Chung, N.T.",Kwai Tsing,22.36791506499,114.12735734932,2.4,CLOSED,,
tdc6p14,Choi Hung Estate Car Park,"2 Tse Wai Avenue, Choi Hung Estate. K.L.",Wong Tai Sin,22.3346329,114.2072296,2.1,CLOSED,,
tdc6p15,Lei Yue Mun Estate,"33, KO Chiu Road, Yau Tong, KLN",Kwun Tong,22.2946053,114.2401428,2.2,CLOSED,https://www.housingauthority.gov.hk/en/global-elements/estate-locator/detail.html?propId=1&id=132134,96892858
tdc286p1,Tung Tao Court Carpark,"No.33 Oi Shun Road, Shau Kei Wan, Hong Kong",Eastern,22.282057537767,114.22573972983,2.1,CLOSED,,31954305
tdc6p17,Hung Fuk Estate Carpark,"Hung Fuk Shopping Centre Management Office, G/F, Ancillary Facilities Block, Hung Fuk Estate, Hung Shui Kiu, Yuen Long",Yuen Long,22.437348615892,113.99869676132,0,OPEN,,2377 9431
tdc9p3,Tai Po Complex Car Park,"No. 8 Heung Sze Wui Street, Tai Po",Tai Po,22.44634819,114.16671753,0,OPEN,,2370 8881
tdstt131,Tseung Kwan O To Lok Street Car Park,"To Lok Street 16, Tseung Kwan O",Sai Kung,22.321969876119,114.25443375299,3.8,CLOSED,,
tdc14p8888,The Quayside Car Park,"The Quayside,77 Hoi Bun Road,Kwun Tong,Kowloon,Hong Kong",Kwun Tong,22.316532625,114.213428223,0,OPEN,https://www.thequayside.com.hk/en/location/parking/,
tdc246p1,Fu Shan Estate Car Park,"Po Kong Village Rd, Diamond Hill",Wong Tai Sin,22.34268372261,114.20871312508,1.8,CLOSED,,
tdstt24,Wo Hing Road,"WO HING ROAD ,FANLING,NEW TERRITORIES",North,22.485867345,114.146615066,0,OPEN,,
tdstt22,SHEUNG FUNG STREET,"SHEUNG FUNG STREET, WONG TAI SIN",Wong Tai Sin,22.34658241,114.1974411,0,OPEN,,
tdstt25,Wing Lai Road,"WING LAI ROAD, SAI KUNG",Sai Kung,22.32606316,114.2492065,0,OPEN,,
tdstt26,Castle Peak Road - Castle Peak Bay,"Castle Peak Road – Castle Peak Bay, Area 41, Tuen Mun",Tuen Mun,22.38314629,113.97858429,0,OPEN,,
tdstt28,Sam Shing Street 4,"Sam Shing Street, Area 27, Tuen Mun, N. T.",Tuen Mun,22.38125801,113.97698212,0,OPEN,,
tdc6p18,Shui Chuen O Capark,"Shui Chuen O Plaza, 1 Pok Chuen Street, Shatin",Sha Tin,22.373125748647,114.1973237899,0,OPEN,https://www.housingauthority.gov.hk/en/global-elements/estate-locator/detail.html?propId=1&id=141887,2377 9431
tdc10p4,Revenue TowerWanchai Tower Immigration Tower,"12 Harbour Road, 7 Gloucester Road and 5 Gloucester Road, Wan Chai, HK",Wan Chai,22.28018712,114.17260722,0,OPEN,,6676 3162/2912 3713
tdc6p19,Hoi Lai Estate Car Park,"100 Sham Mong Road, Cheung Sha Wan, Kowloon, HK",Sham Shui Po,22.332850494976,114.14643668018,0,OPEN,https://www.housingauthority.gov.hk/en/global-elements/estate-locator/detail.html?propId=1&id=132134,3514 6415
tdc6p20,Shek Pai Wan Estate Car Park,"Shek Pai Wan, Yue Kwong Road, Aberdeen, Hong Kong",Southern,22.24921036,114.1585693,0,OPEN,https://www.yuexiuaptparking.com/article-find-10.html?lang=en,3583 0248
tdc6p21,Yue Wan Estate Car Park,"365 Chai Wan Road, Chai Wan, Hong Kong",Eastern,22.26508713,114.2402191,0,OPEN,https://www.yuexiuaptparking.com/article-find-16.html?lang=en,2505 1471 / 5281 0834
tdc6p22,So Uk Estate (I) Car Park,"Cheung Sha Wan Cheung Fat Street, Kowloon",Sham Shui Po,22.34108161,114.1565667,0,OPEN,https://www.yuexiuaptparking.com/article-find-30.html?lang=en,2741 6968 / 5281 3274
tdc32p1,Wah Fu (I) Estate,"Wah Fu Road, Aberdeen, Hong Kong",Southern,22.24977875,114.1370239,0,OPEN,,
tdc32p2,Wah Fu (II) Estate,"Wah Fu Road, Aberdeen, Hong Kong",Southern,22.253110435796,114.13619550988,0,OPEN,,
tdc32p3,Shek Kip Mei Estate,"Nam Cheong Street, Shek Kip Mei, Kowloon",Sham Shui Po,22.33297477106,114.16575700293,0,OPEN,,
tdc32p4,Pok Hong Estate,"Sha Kok Street, Shatin, New Territories",Sha Tin,22.37539675,114.19316679,1.9,OPEN,https://www.yuexiuaptparking.com/article-find-59.html?lang=en,26353419
tdc32p5,Shui Pin Wai Estate,"Shui Pin Wai Road, Yuen Long, N. T.",Yuen Long,22.445352110741,114.01967055294,0,OPEN,,
tdc32p6,Mei Tin Estate,"Heung Fan Liu Street, Tai Wai, New Territories",Sha Tin,22.37602425,114.1718216,0,OPEN,,
tdc33p1,Kowloon Bay Park,"11 Kai Lai Road, Kowloon Bay",Kwun Tong,22.32723236,114.20716095,0,OPEN,,
tdc33p2,Jordan Valley Playground,"18 Choi Ha Road, Ngau Tau Kok",Kwun Tong,22.325073794484,114.2190872487,0,OPEN,,
tdc113p1,Cyberport Carpark 1 & 2,"100 Cyberport Rd, Telegraph Bay, Southern District",Southern,22.26207563,114.1301711,0,OPEN,https://arcade.cyberport.hk/parkingoffers?l=en-us,
tdc113p2,Cyberport Carpark 3,"100 Cyberport Rd, Telegraph Bay, Southern District",Southern,22.25959578,114.13169297,0,OPEN,https://arcade.cyberport.hk/parkingoffers?l=en-us,
tdc30p1,Nina Tower,"No. 8 Yeung Uk Road,Tsuen Wan, N.T.",Tsuen Wan,22.368516229,114.11347198,0,OPEN,,2439 1618
tdc34p1,On Tat Estate Car park,"3, On Chui Street, Kwun Tong",Kwun Tong,22.320588598494,114.23520632242,0,OPEN,,
tdc31p1,Wong Tai Sin Car Park,Wong Tai Sin Road,Wong Tai Sin,22.343307087848,114.19536118427,0,OPEN,,
tdc39p1,Siu Sai Wan Sports Ground,"8 Fu Hong Street, Siu Sai Wan",Eastern,22.26750976,114.24790753,0,OPEN,,
tdc37p1,Tai Po Government Offices,"1 Ting Kok Road, Tai Po, New Territories",Tai Po,22.451241395257,114.16426012276,0,OPEN,,
tdc38p1,Hong Kong Tennis Centre,"133, Wong Nai Chung Gap Road, Wan Chai, Hong Kong",Wan Chai,22.259786489659,114.19218684482,0,OPEN,,
tdc38p2,The Jockey Club Tuen Mun Butterfly Beach Sports Centre,"No. 11 Wu Shan Road, Tuen Mun, N.T.",Tuen Mun,22.37870168,113.9647093,0,OPEN,,
tdc38p3,Tuen Mun North West Swimming Pool,"95 Ming Kum Road, Tuen Mun, N.T.",Tuen Mun,22.4086647,113.9655685,0,OPEN,,
tdc42p1,Chai Wan Municipal Services Building,338 Chai Wan Road,Eastern,22.26336479,114.23993683,2.1,OPEN,,2912 3700
tdc166p3,Phase 3 Carpark of Tin Ching Estate,"Tin Ching Estate (Phase 3 Carpark), Yuen Long, New Territories",Yuen Long,22.463178278198,114.0047249815,4.5,CLOSED,,34018578
tdc41p2,Deep Water Bay Carpark,"Island Road, Deep Water Bay",Southern,22.2443924,114.18841553,2.45,OPEN,,
tdc35p1,Hing Wah II Estate Carpark,"18 Wan Tsui Road, Chai Wan",Eastern,22.263966957132,114.23356188562,0,OPEN,,
tdc244p1,Hong Tin Court Car Park,"No.47 Kai Tin Road,Lam Tin, Kowloon",Kwun Tong,22.307497075258,114.23475509011,0,CLOSED,,6609 1980
tdc14p5408,Un Chau Car Park,"Un Chau Shopping Centre, 303 Un Chau Street, Cheung Sha Wan,  Kowloon",Sham Shui Po,22.338187192705,114.15514550575,2.4,OPEN,https://www.linkhk.com/en/parking/5408,5487 7944
tdc14p6603,Sau Mau Ping Phase 1 Car Park,"Sau Mau Ping Shopping Centre, 101 Sau Ming Road, Sau Mau Ping,  Kwun Tong, Kowloon",Kwun Tong,22.31571388,114.2334137,2,OPEN,https://www.linkhk.com/en/parking/6603,5487 7944
tdc14p7543,Tsui Ping South Car Park,"Tsui Ping South Estate Car Park, 19 Tsui Ping Road, Kwun Tong,  Kowloon",Kwun Tong,22.312875896503,114.23090351146,2,OPEN,https://www.linkhk.com/en/parking/7543,5487 7944
tdc14p3202,Ka Tin Car Park,"Ka Tin Court Car Park, 2-8 Hin Tin Street, Tai Wai,  Sha Tin, New Territories",Sha Tin,22.36025238,114.1733704,2.15,OPEN,https://www.linkhk.com/en/parking/3202,5487 7944
tdc14p3514,Tin King Car Park,"Tin King Estate Car Park, 10 Tin King Road, Tuen Mun,  New Territories",Tuen Mun,22.40660477,113.9650879,1.9,OPEN,https://www.linkhk.com/en/parking/3514,2117 7076
tdc14p7545,Po Pui Car Park,"Po Pui Court Car Park, Po Pui Street, Kwun Tong,  Kowloon",Kwun Tong,22.31707954,114.2279739,2,OPEN,https://www.linkhk.com/en/parking/7545,5487 7944
tdc14p5718,Ning Fung Car Park,"Ning Fung Court Car Park, 99 Lei Muk Road, Kwai Chung,  New Territories",Kwai Tsing,22.37213898,114.1383057,2.4,OPEN,https://www.linkhk.com/en/parking/5718,2117 7076
tdc14p5406,Wah Lai Car Park,"Wah Lai Estate Car Park, 282 Lai King Hill Road, Lai Chi Kok,  Kowloon",Kwai Tsing,22.34250832,114.1377182,2.4,OPEN,https://www.linkhk.com/en/parking/5406,2117 7076
tdc14p5536,Lower Wong Tai Sin II (Phase 9) Car Park,"Temple Mall South, 103 Ching Tak Street, Wong Tai Sin,  Kowloon",Wong Tai Sin,22.33973312,114.1919022,2,OPEN,https://www.linkhk.com/en/parking/5536,5487 7944
tdc14p7645,Fung Lai Car Park,"Fung Lai Court Car Park, 8 Fung Lai Road, Diamond Hill,  Kowloon",Wong Tai Sin,22.34441566,114.202179,2.2,OPEN,https://www.linkhk.com/en/parking/7645,5487 7944
tdc14p6643,Upper Ngau Tau Kok Car Park,"Upper Ngau Tau Kok Estate Car Park, 15 On Tak Road, Ngau Tau Kwok,  Kwun Tong, Kowloon",Kwun Tong,22.318479858619,114.21753551429,2,OPEN,https://www.linkhk.com/en/parking/6643,5487 7944
tdc14p7628,Tsz Man Car Park,"Tsz Man Estate Car Park, 55 Tsz Wan Shan Road, Tsz Wan Shan,  Kowloon",Wong Tai Sin,22.34815979,114.2028351,2,OPEN,https://www.linkhk.com/en/parking/7628,5487 7944
tdc14p7646,King Lai Car Park,"King Lai Court Car Park, 36 - 38 Fung Shing Street, Wong Tai Sin,  Kowloon",Wong Tai Sin,22.34140205,114.2106857,1.9,OPEN,https://www.linkhk.com/en/parking/7646,5487 7944
tdc14p6609,Ching Wang Court Car Park,"Ching Wang Court Car Park, 1 Nga Ying Chau Street, Tsing Yi,  New Territories",Kwai Tsing,22.361907230407,114.10442081999,2.4,OPEN,https://www.linkhk.com/en/parking/6609,2117 7076
tdc14p4336,Hong Keung Car Park,"Hong Keung Court Car Park, 23 Heng Lam Street, Wang Tau Hom,  Kowloon",Wong Tai Sin,22.33724403,114.1900101,2.4,OPEN,https://www.linkhk.com/en/parking/4336,5487 7944
tdc14p6713,Kwai Hong Car Park,"Kwai Hong Court Car Park, 150 Tai Wo Hau Road, Kwai Chung,  New Territories",Kwai Tsing,22.363403412736,114.13035419434,1.9,OPEN,https://www.linkhk.com/en/parking/6713,2117 7076
tdstt39,"Junction of Luen Fat Street, Luen Fu Street and Luen Yick Street","J/O Luen Fat Street, Luen Fu Street and Luen Yick Street, Luen Wo Hui, Fanling, NT",North,22.49797821,114.14189911,0,OPEN,,
tdc108p1,Kingston International Centre,"19 Wang Chiu Road, Kowloon Bay",Kwun Tong,22.32361496,114.20927848,0,OPEN,,
tdstt41,Mei Yu Street,"Mei Yu Street, Sai Kung",Sai Kung,22.38482666,114.2720108,0,OPEN,,
tdstt42,"Po Lam Road North, Area 10","Po Lam Road North, Area 10, Tseung Kwan O, NT",Sai Kung,22.32761765,114.25447083,0,OPEN,,
tdstt43,Yuen Ching Road,"Yuen Ching Road, Shap Pat Heung, Yuen Long, New Territories",Yuen Long,22.44353676,114.03808594,0,OPEN,,
tdc44p3,Waterfall Bay Park,"Waterfall Bay Road, Wah Fu Estate, Aberdeen, Hong Kong",Southern,22.25065422,114.1348877,2.45,OPEN,,
tdc47p1,Tung Chung Municipal Services Building,"39 Man Tung Road, Tung Chung, Lantau Island",Islands,22.29058075,113.94390869,2.45,OPEN,,2912 3700 / 2912 3713 / 2912 3721
tdc46p1,Papillons Square Car Park,"The Papillons, 21 Tong Chun Street, Tseung Kwan O, N.T.",Sai Kung,22.30326843,114.26262665,0,OPEN,https://www.papillonssquare.com.hk/mall/parking/,35592254
tdstt32,Junction of Tai Chung Kiu Road and On Sum Street,"Junction of Tai Chung Kiu Road and On Sum Street, Sha Tin, New Territories",Sha Tin,22.3928544,114.208165,0,OPEN,,
tdstt33,Junction of Oi Yee Street and Hing Man Street,"Junction of Oi Yee Street and Hing Man Street, Shau Kei Wan",Eastern,22.28152629,114.22363144,0,OPEN,,
tdstt46,Hoi Shing Road NEVAS Smart Car Park,"At Junction of Hoi Shing Road and Hoi Kok Street, Tsuen Wan",Tsuen Wan,22.37155342,114.10810852,0,OPEN,https://kinwinghong.weebly.com/,5372 6225
tdstt44,Hong Kin Road,"Hong Kin Road, Sai Kung",Sai Kung,22.37711143,114.27326965,0,OPEN,,
tdstt47,Junction of Fat Kwong Street & Sheung Shing Street,"at the junction of Fat Kwong Street & Sheung Shing Street, Ho Man Tin",Kowloon City,22.31742246,114.1805973,0,OPEN,,
tdc25p43,Tuen Mun Town Plaza Phase 2,"3 Tuen Lung Street, Tuen Mun, New Territories",Tuen Mun,22.393878121,113.976451912,0,OPEN,https://www.sino-propertyservices.com/en/parking-services/portfolio,24409757
tdc25p44,Hewlett Centre,"54 Hoi Yuen Road, Kwun Tong, Kowloon",Kwun Tong,22.309622053,114.224255594,0,OPEN,https://www.sino-propertyservices.com/en/parking-services/portfolio,31051695
tdc53p1,Jordan Valley Park,"No. 71, New Clear Water Bay Road, Kwun Tong, Kowloon",Kwun Tong,22.33004761,114.22187042,0,OPEN,,
tdc53p2,Jordan Valley Swimming Pool,"6 Choi Ha Rd, Ngau Tau Kok",Kwun Tong,22.32359314,114.21828461,0,OPEN,,
tdc53p3,Hong Ning Road Park,"Junction between Hong Ning Road and Wo Hong Path, Kwun Tong, KL",Kwun Tong,22.32036781,114.22460175,0,OPEN,,
tdc55p1,North Point Government Offices,"No. 333 Java Road, North Point, Hong Kong",Eastern,22.29232597,114.20836639,0,OPEN,,
tdc58p3,Shek Kip Mei Park Tennis Court,"270 Nam Cheong Street, Sham Shui Po",Sham Shui Po,22.33865166,114.16990662,2.45,OPEN,,
tdc58p4,Cornwall Street Park,"17 Cornwall Street, Kowloon Tong",Sham Shui Po,22.339622499988,114.17360175363,2.45,OPEN,,
tdc58p5,Ap Lei Chau Waterfront Promenade,"Wah Ting Street, Ap Lei Chau, Hong Kong.",Southern,22.244804953171,114.15503972289,2.45,OPEN,,
tdc59p1,Yuen Long District Office Building,"269 Castle Peak Road, Yuen Long, New Territories",Yuen Long,22.44510841,114.02271271,0,OPEN,,
tdc57p1,West Kowloon Government Offices,"No. 11 Hoi Ting Road, Yau Ma Tei, Kowloon",Yau Tsim Mong,22.31258215,114.1633103,0,OPEN,,
tdc56p1,Car Park of North District Government Offices,"No. 3 Pik Fung Road, Fanling, New Territories, Hong Kong",North,22.49464226,114.13826752,2.45,OPEN,,
tdc8p1,MTR Tsing Yi Station Car Park,"TSING TSUEN ROAD, Kwai Tsing District, New Territories",Kwai Tsing,22.358415316,114.107331183,2.1,OPEN,https://www.mtr.com.hk/en/customer/services/aestations_carpark.html,28818888
tdc8p2,MTR Kowloon Station Car Park,"MTR Kowloon Station, Nga Cheung Road, Yau Ma Tei",Yau Tsim Mong,22.305013661,114.161918989,2.1,OPEN,https://www.mtr.com.hk/en/customer/services/aestations_carpark.html,28818888
tdc8p14,MTR Tsuen Wan West Station Car Park,"MTR Tsuen Wan West Station, Tai Ho Road, Tsuen Wan",Tsuen Wan,22.369194653217,114.10887429569,0,OPEN,https://www.mtr.com.hk/en/customer/services/aestations_carpark.html,
tdc8p15,Kam Sheung Road Station Car Park,"No. 29 Kam Ho Road, Kam Tin, Yuen Long, New Territories.",Yuen Long,22.434347164736,114.06288082468,0,OPEN,http://www.mtr.com.hk/en/customer/services/aestations_carpark.html,5222 6197
tdc8p11,MTR Ocean Park Station Car Park,"Wong Chuk Hang Road, Southern District, Hong Kong",Southern,22.248763404,114.174499261,2.1,OPEN,https://www.mtr.com.hk/en/customer/services/aestations_carpark.html,28818888
tdc8p10,ELEMENTS Carpark,"1 Austin Road West, Kowloon",Yau Tsim Mong,22.304932353,114.161579325,2.2,OPEN,https://www.elementshk.com/eng/elements/location/parking,27355234
tdc8p8,Popcorn I Carpark,"9 TONG YIN STREET, Sai Kung District, New Territories",Sai Kung,22.308018675,114.259222808,2.2,OPEN,http://www.popcorntko.com.hk/eng/poc/about_us/parking_info.jsp,3543 1273
tdc8p7,MTR Maritime Square Car Park,"33 TSING KING ROAD, Kwai Tsing District, New Territories",Kwai Tsing,22.358198306,114.106690521,2.1,OPEN,http://www.maritimesquare.com/eng/ms/about_us/parking.jsp,21867284
tdc8p12,MTR Maritime Square 2 Car Park,Tsing King Road,Kwai Tsing,22.359986503149,114.1076886364,2.4,OPEN,http://www.maritimesquare.com/eng/ms/about_us/parking.jsp,21867284
tdc8p9,Paradise Mall Carpark,"100 SHING TAI ROAD, Eastern District, Hong Kong",Eastern,22.278000914,114.238896615,1.8,OPEN,https://www.paradise-mall.com.hk/en/parking,2595 1978
tdc8p16,The LOHAS,"1 LOHAS PARK ROAD, TSEUNG KWAN O, N.T. HONG KONG",Sai Kung,22.293984977,114.270114,0,OPEN,,
tdstt48,Opposite to Ma Hang Estate at Carmel Road,"Opposite to Ma Hang Estate at Carmel Road, Stanley, Hong Kong",Southern,22.22223091,114.20754242,0,OPEN,,
tdc58p1,Wong Nai Chung Gap Children Playground,"Tai Tam Reservoir Rd, Tai Tam",Wan Chai,22.257599490426,114.19379563741,0,OPEN,,
tdc58p2,Lei Yue Mun Municipal Services Building,"6 Lei Yue Mun Path, Yau Tong",Kwun Tong,22.29226875,114.23883057,0,OPEN,,
tdc60p1,Che Kung Temple Sports Centre,10 SHA TIN TAU ROAD,Sha Tin,22.37223061,114.18558905,0,OPEN,,29123713
tdc61p1,Tai Po Lung Mei Beach,"Lung Mei Beach, Ting Kok Road, Tai Po, New Territories",Tai Po,22.47158876,114.22726332,0,OPEN,,
tdc63p1,Ma On Shan Sports Ground,"No. 1 Hang Hong Street, Ma On Shan, Sha Tin",Sha Tin,22.420568596916,114.22912384117,2.45,OPEN,,
tdc63p2,Ma On Shan Swimming Pool,"33 On Chun Street, Ma On Shan, Sha Tin",Sha Tin,22.426812193663,114.22879405235,2.45,OPEN,,
tdc63p3,Siu Lek Yuen Road Playground,"No. 1 Siu Lek Yuen Road, Sha Tin",Sha Tin,22.386974409715,114.20578430851,2.45,OPEN,,
tdc64p1,Ho Man Tin Park & Sports Centre Basement Carpark,"1 Chung Yee Street, Ho Man Tin, Kowloon",Kowloon City,22.312126014911,114.18070042762,0,OPEN,,
tdc67p1,North District Sports Ground,"26 Tin Ping Road, Sheung Shui",North,22.50621223,114.13047028,0,OPEN,,
tdc67p2,Wo Hing Sports Centre,"No.8 Wo Ming Lane, Fanling",North,22.48474503,114.14312744,0,OPEN,,
tdc65p1,Fung Kam Street Sports Centre Car Park,"20 Fung Yau St N ,Yuen Long",Yuen Long,22.443071870661,114.03329017859,3.8,OPEN,,
tdc65p3,Tin Shui Wai Sports Ground,"2 Tin Shui Rd, Tin Shui Wai, N.T.",Yuen Long,22.453814930397,114.00408590595,0,OPEN,,9549 9869  / 2912 3700 / 2912 3719 / 2912 3713
tdc65p4,Tin Shui Wai Sports Centre and Tin Shui Wai Swimming Pool Car Park,"1 Tin Pak Road, Tin Shui Wai, N.T.",Yuen Long,22.455037687168,114.0069582894,0,OPEN,,9549 9947 / 2912 3700 / 2912 3719 / 2912 3713
tdc65p5,Tin Yip Road Park Car Park,"Tin Yip Road Park , Tin Shui Wai",Yuen Long,22.46386909,114.00669098,3.8,OPEN,,
tdc69p1,Fanling Swimming Pool,"73 San Wan Road, Fanling",North,22.495403160284,114.13568417766,0,OPEN,,
tdc69p2,Po Wing Road Sports Centre,"19 Pak Wo Road, Sheung Shui",North,22.497283161694,114.12876376702,0,OPEN,,
tdc69p3,Sheung Shui Swimming Pool,"38 Tin Ping Road, Sheung Shui",North,22.50596809,114.13158417,0,OPEN,,
tdc66p1,Sha Tin Jockey Club Swimming Pool and Yuen Wo Road Sports Centre,"10 Yuen Wo Road, Sha Tin, N.T.",Sha Tin,22.383209157997,114.19308213001,0,OPEN,,53039347
tdc70p1,Sha Tin Sports Ground & Yuen Wo Playground Car Park,"18 Yuen Wo Road, Sha Tin, N.T.",Sha Tin,22.38697624,114.19628143,2.45,OPEN,,
tdc49p4,Citygate P1 Carpark,"18 Tat Tung Road, Tung Chung",Islands,22.29026581,113.94053167,0,OPEN,,
tdc52p1,M+ Car Park,"West Kowloon Cultural District, No.38 Museum Drive, Kowloon, Hong Kong",Yau Tsim Mong,22.301577995352,114.15963747968,2.1,OPEN,https://www.westk.hk/en/visit/parking,22000367
tdc62p1,Yuen Chau Kok Complex,"35 Ngan Shing Street, Sha Tin",Sha Tin,22.379338882823,114.20475722116,0,OPEN,https://www.impark.com.hk/carparkdetail/5d812f9b52bce44d030ef0bb?region=New+Territories&district=5d7,65030041
tdc72p1,Lai Yiu Estate Car Park,"Lai Cho Road, Kwai Chung, N.T.",Kwai Tsing,22.35367393,114.13179016,1.9,OPEN,,
tdc74p1,Tseung Kwan O Swimming Pool,"9 Wan Lung Road, Tseung Kwan O",Sai Kung,22.31791306,114.26012421,0,OPEN,,
tdc74p2,Tseung Kwan O Sports Ground,"109 Po Hong Road, Tseung Kwan O",Sai Kung,22.311631895221,114.26262716339,0,OPEN,,
tdc74p3,Hong Kong Velodrome,"107 Po Hong Road, Tseung Kwan O",Sai Kung,22.31275368,114.26148987,0,OPEN,,
tdc74p4,Tiu Keng Leng Sports Centre,"2 Chui Ling Road, Tseung Kwan O",Sai Kung,22.30589104,114.25471497,0,OPEN,,
tdc74p5,Wan Po Road Pet Garden,Wan Po Road,Sai Kung,22.305596233926,114.26918980476,0,OPEN,,
tdc49p1,Citygate P3 Carpark,"39 Man Tung Road, Tung Chung",Islands,22.29098081,113.9433026,0,OPEN,,
tdc49p2,Citygate P2 Carpark,"20 Tat Tung Road, Tung Chung",Islands,22.28994701,113.94115843,0,OPEN,,
tdc243p1,Lei Muk Shue (1) Estate Car Park,389 Wo Yi Hop Rd,Tsuen Wan,22.377376498625,114.13483884468,0,CLOSED,,
tdc76p2,Ngau Chi Wan Park,"No. 71 Fung Shing Street,Ngau Chi Wan,Wong Tai Sin, Kowloon",Wong Tai Sin,22.3361969,114.2160339,0,OPEN,,Office No.: 3594 8432Cell No.: 6754 1720
tdc76p3,Po Kong Village Road Park,"140 Po Kong Village Road, Diamond Hill, Kowloon",Wong Tai Sin,22.34472004,114.2062486,0,OPEN,,Office No.: 3594 8432Cell No.: 6754 1720
tdc71p1,To Kwa Wan Market and Government Offices,"165 Ma Tau Wai Road, To Kwa Wan, Kowloon, Hong Kong",Kowloon City,22.31724516,114.1880186,2,OPEN,,
tdc25p46,Yue Man Square,"33 Hip Wo Street, Kwun Tong, Kowloon",Kwun Tong,22.31448297,114.22489295,0,OPEN,https://www.sino-propertyservices.com/en/parking-services/portfolio,
tdc15p1,Hong Kong-Zhuhai-Macao Bridge Hong Kong Port car park 1,"Hong Kong-Zhuhai-Macao Bridge Hong Kong Port, Lantau Island, Hong Kong",Islands,22.31652419,113.9524538,0,OPEN,https://www.hzmbparking.com.hk/en-us/car-park-information,
tdc15p2,Hong Kong-Zhuhai-Macao Bridge Hong Kong Port car park 2,"Hong Kong-Zhuhai-Macao Bridge Hong Kong Port, Lantau Island, Hong Kong",Islands,22.31588665,113.9527527,0,OPEN,https://www.hzmbparking.com.hk/en-us/car-park-information,
tdc15p3,Hong Kong-Zhuhai-Macao Bridge Hong Kong Port car park 3,"Hong Kong-Zhuhai-Macao Bridge Hong Kong Port, Lantau Island, Hong Kong",Islands,22.31482517,113.9531751,0,OPEN,https://www.hzmbparking.com.hk/en-us/car-park-information,
tdc15p4,Hong Kong-Zhuhai-Macao Bridge Hong Kong Port car park 4,"Hong Kong-Zhuhai-Macao Bridge Hong Kong Port, Lantau Island, Hong Kong",Islands,22.31377849,113.9524294,0,OPEN,https://www.hzmbparking.com.hk/en-us/car-park-information,
tdc15p5,Hong Kong-Zhuhai-Macao Bridge Hong Kong Port car park 5,"Hong Kong-Zhuhai-Macao Bridge Hong Kong Port, Lantau Island, Hong Kong",Islands,22.313943660073,113.95289570039,0,OPEN,https://www.hzmbparking.com.hk/en-us/car-park-information,
tdc51p2,Island East Sports Centre,"52 Lei King Road, Sai Wan Ho, Hong Kong",Eastern,22.28487015,114.2223587,2.45,OPEN,,
tdc51p1,Kowloon Park,"22, Austin Road, Tsim Sha Tsui, Kowloon",Yau Tsim Mong,22.302712275206,114.17055939936,0,OPEN,,
tdc81p2,Kwai Chung Sports Ground,"93 Hing Shing Road, Kwai Chung",Kwai Tsing,22.358719571895,114.12431849015,2.45,OPEN,,"2912 3713, 9445 2006"
tdc81p1,Hing Fong Road Playground,"Hing Fong Road, Kwai Chung",Kwai Tsing,22.360846531643,114.12815362332,2.45,OPEN,,"2912 3713, 9446 4524"
tdc81p3,Kwai Shing Swimming Pool,"306 Kwai Shing Circuit, Kwai Chung",Kwai Tsing,22.359614386077,114.12281933029,0,OPEN,,"2912 3713, 94451674"
