scraped_at,park_id,name,district,private_car_vacancy,motorcycle_vacancy,lgv_vacancy,last_update,opening_status
2026-02-12T00:35:13.539245+08:00,12,Amoy Plaza,Kwun Tong District,61,0,0,2026-02-09 19:13:45,OPEN
2026-02-12T00:35:13.539245+08:00,27,Yau Lai Shopping Centre Carpark,Kwun Tong District,5,2,,2026-02-11 22:48:34,OPEN
2026-02-12T00:35:13.539245+08:00,30,Telford Plaza D Carpark,Kwun Tong District,63,,,2026-02-11 23:27:50,OPEN
2026-02-12T00:35:13.539245+08:00,31,Telford Plaza I Carpark,Kwun Tong District,168,,,2026-02-12 00:21:50,OPEN
2026-02-12T00:35:13.539245+08:00,32,Telford Plaza II Carpark,Kwun Tong District,88,,,2026-02-11 23:29:20,OPEN
2026-02-12T00:35:13.539245+08:00,38,Domain Carpark,Kwun Tong District,124,,,2026-02-11 22:48:28,OPEN
2026-02-12T00:35:13.539245+08:00,75,Landmark East Carpark,Kwun Tong District,49,,,2026-02-12 00:32:41,OPEN
2026-02-12T00:35:13.539245+08:00,77,Kingston International Center,Kwun Tong District,94,,,2026-02-12 00:31:30,OPEN
2026-02-12T00:35:13.539245+08:00,78,Stelux House,Wong Tai Sin District,8,,,2026-02-11 16:46:33,OPEN
2026-02-12T00:35:13.539245+08:00,81,,,78,3,5,2026-02-10 08:59:40,
2026-02-12T00:35:13.539245+08:00,88,"Public Vehicle Parking, 8 Yan Yue Wai, Yau Tong",Kwun Tong District,12,,24,2026-02-10 10:28:42,OPEN
2026-02-12T00:35:13.539245+08:00,93,Hong Ning Road Park Car Park,Kwun Tong District,0,,,2026-02-11 23:36:20,OPEN
2026-02-12T00:35:13.539245+08:00,100,Prosperity Place Car Park,Kwun Tong District,31,,,2026-02-12 00:14:00,OPEN
2026-02-12T00:35:13.539245+08:00,101,Prosperity Center Car Park,Kwun Tong District,66,,,2026-02-11 23:28:50,OPEN
2026-02-12T00:35:13.539245+08:00,102,Scramble Hill,Kwun Tong District,150,,,2026-02-11 23:06:30,OPEN
2026-02-12T00:35:13.539245+08:00,103,One Sky Parc (Wilson Parking),Kwun Tong District,45,,,2026-02-11 23:17:50,OPEN
2026-02-12T00:35:13.539245+08:00,104,AIRSIDE,Wong Tai Sin District,653,76,,2026-02-12 00:29:00,OPEN
2026-02-12T00:35:13.539245+08:00,117,Kai Ching Estate Car Park,Kowloon City District,18,,,2026-02-12 00:12:50,OPEN
2026-02-12T00:35:13.539245+08:00,118,Tak Long Estate Carpark A,Kowloon City District,28,,,2026-02-12 00:03:40,OPEN
2026-02-12T00:35:13.539245+08:00,119,Tak Long Estate Carpark B,Kowloon City District,2,,,2026-02-12 00:03:40,OPEN
2026-02-12T00:35:13.539245+08:00,123,KTR350 Car Park,Kwun Tong District,73,,,2026-02-11 23:06:00,OPEN
2026-02-12T00:35:13.539245+08:00,124,Stadium Carpark,Kowloon City District,294,34,,2026-02-08 01:01:20,OPEN
2026-02-12T00:35:13.539245+08:00,125,Arena Carpark,Kowloon City District,205,9,,2026-02-08 01:01:20,OPEN
2026-02-12T00:35:13.539245+08:00,128,The Burrow (Wilson Parking),Wong Tai Sin District,30,,,2026-02-12 00:30:30,OPEN
2026-02-12T00:35:13.539245+08:00,tdc166p1,Phase 1 Carpark of Tin Ching Estate,Yuen Long,-1,,,2026-02-12 00:33:02,CLOSED
2026-02-12T00:35:13.539245+08:00,tdc6p11,Cheung Shan Estate Carpark,Tsuen Wan,-1,,,2026-02-12 00:33:02,OPEN
2026-02-12T00:35:13.539245+08:00,tdc245p1,Hong Wah Court Car Park,Kwun Tong,-1,,,2026-02-12 00:33:02,CLOSED
2026-02-12T00:35:13.539245+08:00,tdc6p8,Kwai Shing West Shopping Centre Car Park,Kwai Tsing,-1,,,2026-02-12 00:33:02,OPEN
2026-02-12T00:35:13.539245+08:00,tdc6p9,Lai King Estate Car Park C,Kwai Tsing,-1,,,2026-02-12 00:33:02,OPEN
2026-02-12T00:35:13.539245+08:00,tdc8p3,MTR Hong Kong Station Car Park,Central & Western,250,,,2026-02-12 00:32:15,OPEN
2026-02-12T00:35:13.539245+08:00,tdcp10,Aberdeen Car Park,Southern,29,5,,2026-02-12 00:32:12,OPEN
2026-02-12T00:35:13.539245+08:00,tdcp11,Tin Hau Car Park,Wan Chai,181,0,,2026-02-12 00:32:12,OPEN
2026-02-12T00:35:13.539245+08:00,tdcp12,Sheung Fung Street Car Park,Wong Tai Sin,69,2,,2026-02-12 00:32:12,OPEN
2026-02-12T00:35:13.539245+08:00,tdcp2,Rumsey Street Car Park,Central & Western,489,34,,2026-02-12 00:32:12,OPEN
2026-02-12T00:35:13.539245+08:00,tdcp3,Tsuen Wan Car Park,Tsuen Wan,125,1,,2026-02-12 00:32:12,OPEN
2026-02-12T00:35:13.539245+08:00,tdcp5,City Hall Car Park,Central & Western,125,6,,2026-02-12 00:32:12,OPEN
2026-02-12T00:35:13.539245+08:00,tdcp6,Kwai Fong Car Park,Kwai Tsing,144,7,,2026-02-12 00:32:12,OPEN
2026-02-12T00:35:13.539245+08:00,tdcp7,Kennedy Town Car Park,Central & Western,32,0,,2026-02-12 00:32:12,OPEN
2026-02-12T00:35:13.539245+08:00,tdcp8,Star Ferry Car Park,Central & Western,-1,-1,,2026-02-12 00:33:02,OPEN
2026-02-12T00:35:13.539245+08:00,tdcp9,Shau Kei Wan Car Park,Eastern,98,7,,2026-02-12 00:32:12,OPEN
2026-02-12T00:35:13.539245+08:00,tdstt2p2,Value Parking Shan Mei Street,Sha Tin,-1,,,2026-02-12 00:33:02,OPEN
2026-02-12T00:35:13.539245+08:00,tdc5p1,Hopewell Centre,Wan Chai,-1,,,2026-02-12 00:33:02,OPEN
2026-02-12T00:35:13.539245+08:00,tdc5p3,Wu Chung House,Wan Chai,-1,,,2026-02-12 00:33:02,OPEN
2026-02-12T00:35:13.539245+08:00,tdc5p4,Panda Place,Tsuen Wan,-1,,,2026-02-12 00:33:02,OPEN
2026-02-12T00:35:13.539245+08:00,tdc17p1,Xiqu Centre Car Park,Yau Tsim Mong,36,,,2026-02-12 00:31:12,OPEN
2026-02-12T00:35:13.539245+08:00,tdstt30,Hoi Ting Road,Yau Tsim Mong,16,,,2026-02-12 00:31:31,OPEN
2026-02-12T00:35:13.539245+08:00,tdc1p5,Lee Garden Three Car Park,Wan Chai,-1,,,2026-02-12 00:33:02,OPEN
2026-02-12T00:35:13.539245+08:00,tdc1p4,Hysan Place Car Park,Wan Chai,-1,,,2026-02-12 00:33:02,OPEN
2026-02-12T00:35:13.539245+08:00,tdc1p3,Leighton Centre Car Park,Wan Chai,-1,,,2026-02-12 00:33:02,CLOSED
2026-02-12T00:35:13.539245+08:00,tdc1p2,LEE GARDEN TWO CAR PARK,Wan Chai,-1,,,2026-02-12 00:33:02,CLOSED
2026-02-12T00:35:13.539245+08:00,tdc1p1,LEE GARDEN ONE CAR PARK,Wan Chai,-1,,,2026-02-12 00:33:02,CLOSED
2026-02-12T00:35:13.539245+08:00,tdc17p3,West Gate Open Car Park,Yau Tsim Mong,0,,,2026-02-11 22:58:12,OPEN
2026-02-12T00:35:13.539245+08:00,tdstt3p1,Skye Parking Ho Tin Street,Tuen Mun,-1,,-1,2026-02-12 00:33:02,OPEN
2026-02-12T00:35:13.539245+08:00,tdc17p2,Art Park Car Park,Yau Tsim Mong,204,0,,2026-02-12 00:32:12,OPEN
2026-02-12T00:35:13.539245+08:00,tdstt5p1,Skye Parking Ma Wo Road,Tai Po,-1,,,2026-02-12 00:33:02,OPEN
