scraped_at,park_id,name,district,private_car_vacancy,motorcycle_vacancy,lgv_vacancy,last_update,opening_status
2026-02-02T00:13:25.653218+08:00,27,Yau Lai Shopping Centre Carpark,Kwun Tong District,5,2,,2026-02-01 22:15:46,OPEN
2026-02-02T00:13:25.653218+08:00,30,Telford Plaza D Carpark,Kwun Tong District,61,,,2026-02-01 23:35:40,OPEN
2026-02-02T00:13:25.653218+08:00,31,Telford Plaza I Carpark,Kwun Tong District,168,,,2026-02-02 00:05:40,OPEN
2026-02-02T00:13:25.653218+08:00,32,Telford Plaza II Carpark,Kwun Tong District,91,,,2026-02-01 23:13:10,OPEN
2026-02-02T00:13:25.653218+08:00,38,Domain Carpark,Kwun Tong District,123,,,2026-02-01 22:15:42,OPEN
2026-02-02T00:13:25.653218+08:00,75,Landmark East Carpark,Kwun Tong District,51,,,2026-02-02 00:13:00,OPEN
2026-02-02T00:13:25.653218+08:00,77,Kingston International Center,Kwun Tong District,93,,,2026-02-01 22:48:50,OPEN
2026-02-02T00:13:25.653218+08:00,78,Stelux House,Wong Tai Sin District,11,,,2026-01-30 17:24:15,OPEN
2026-02-02T00:13:25.653218+08:00,81,Manulife Place,Kwun Tong District,78,3,5,2026-01-28 14:25:45,OPEN
2026-02-02T00:13:25.653218+08:00,88,"Public Vehicle Parking, 8 Yan Yue Wai, Yau Tong",Kwun Tong District,5,,19,2026-01-30 11:39:53,OPEN
2026-02-02T00:13:25.653218+08:00,93,Hong Ning Road Park Car Park,Kwun Tong District,3,,,2026-02-02 00:06:30,OPEN
2026-02-02T00:13:25.653218+08:00,100,Prosperity Place Car Park,Kwun Tong District,30,,,2026-02-01 23:45:31,OPEN
2026-02-02T00:13:25.653218+08:00,101,Prosperity Center Car Park,Kwun Tong District,64,,,2026-02-01 23:49:51,OPEN
2026-02-02T00:13:25.653218+08:00,102,Scramble Hill,Kwun Tong District,148,,,2026-02-01 23:51:50,OPEN
2026-02-02T00:13:25.653218+08:00,103,One Sky Parc (Wilson Parking),Kwun Tong District,41,,,2026-02-01 23:12:00,OPEN
2026-02-02T00:13:25.653218+08:00,104,AIRSIDE,Wong Tai Sin District,705,79,,2026-02-02 00:11:30,OPEN
2026-02-02T00:13:25.653218+08:00,117,Kai Ching Estate Car Park,Kowloon City District,20,,,2026-02-02 00:03:40,OPEN
2026-02-02T00:13:25.653218+08:00,118,Tak Long Estate Carpark A,Kowloon City District,25,,,2026-02-02 00:05:40,OPEN
2026-02-02T00:13:25.653218+08:00,119,Tak Long Estate Carpark B,Kowloon City District,2,,,2026-02-02 00:06:30,OPEN
2026-02-02T00:13:25.653218+08:00,123,KTR350 Car Park,Kwun Tong District,73,,,2026-02-02 00:08:50,OPEN
2026-02-02T00:13:25.653218+08:00,124,Stadium Carpark,Kowloon City District,289,34,,2026-02-02 00:04:00,OPEN
2026-02-02T00:13:25.653218+08:00,125,Arena Carpark,Kowloon City District,205,9,,2026-02-02 00:12:30,OPEN
2026-02-02T00:13:25.653218+08:00,128,The Burrow (Wilson Parking),Wong Tai Sin District,33,,,2026-02-02 00:05:40,OPEN
2026-02-02T00:13:25.653218+08:00,tdc166p1,Phase 1 Carpark of Tin Ching Estate,Yuen Long,-1,,,2026-02-02 00:10:02,CLOSED
2026-02-02T00:13:25.653218+08:00,tdc6p11,Cheung Shan Estate Carpark,Tsuen Wan,-1,,,2026-02-02 00:10:02,OPEN
2026-02-02T00:13:25.653218+08:00,tdc245p1,Hong Wah Court Car Park,Kwun Tong,-1,,,2026-02-02 00:10:02,CLOSED
2026-02-02T00:13:25.653218+08:00,tdc6p8,Kwai Shing West Shopping Centre Car Park,Kwai Tsing,-1,,,2026-02-02 00:10:02,OPEN
2026-02-02T00:13:25.653218+08:00,tdc6p9,Lai King Estate Car Park C,Kwai Tsing,-1,,,2026-02-02 00:10:02,OPEN
2026-02-02T00:13:25.653218+08:00,tdc8p3,MTR Hong Kong Station Car Park,Central & Western,252,,,2026-02-02 00:09:15,OPEN
2026-02-02T00:13:25.653218+08:00,tdcp10,Aberdeen Car Park,Southern,29,5,,2026-02-02 00:09:12,OPEN
2026-02-02T00:13:25.653218+08:00,tdcp11,Tin Hau Car Park,Wan Chai,188,0,,2026-02-02 00:09:12,OPEN
2026-02-02T00:13:25.653218+08:00,tdcp12,Sheung Fung Street Car Park,Wong Tai Sin,71,2,,2026-02-02 00:09:12,OPEN
2026-02-02T00:13:25.653218+08:00,tdcp2,Rumsey Street Car Park,Central & Western,488,37,,2026-02-02 00:09:12,OPEN
2026-02-02T00:13:25.653218+08:00,tdcp3,Tsuen Wan Car Park,Tsuen Wan,122,3,,2026-02-02 00:09:12,OPEN
2026-02-02T00:13:25.653218+08:00,tdcp5,City Hall Car Park,Central & Western,130,7,,2026-02-02 00:09:12,OPEN
2026-02-02T00:13:25.653218+08:00,tdcp6,Kwai Fong Car Park,Kwai Tsing,148,8,,2026-02-02 00:09:12,OPEN
2026-02-02T00:13:25.653218+08:00,tdcp7,Kennedy Town Car Park,Central & Western,39,0,,2026-02-02 00:09:12,OPEN
2026-02-02T00:13:25.653218+08:00,tdcp8,Star Ferry Car Park,Central & Western,-1,-1,,2026-02-02 00:10:02,OPEN
2026-02-02T00:13:25.653218+08:00,tdcp9,Shau Kei Wan Car Park,Eastern,96,7,,2026-02-02 00:09:12,OPEN
2026-02-02T00:13:25.653218+08:00,tdstt2p2,Value Parking Shan Mei Street,Sha Tin,-1,,,2026-02-02 00:10:02,OPEN
2026-02-02T00:13:25.653218+08:00,tdc5p1,Hopewell Centre,Wan Chai,-1,,,2026-02-02 00:10:02,OPEN
2026-02-02T00:13:25.653218+08:00,tdc5p3,Wu Chung House,Wan Chai,-1,,,2026-02-02 00:10:02,OPEN
2026-02-02T00:13:25.653218+08:00,tdc5p4,Panda Place,Tsuen Wan,-1,,,2026-02-02 00:10:02,OPEN
2026-02-02T00:13:25.653218+08:00,tdc17p1,Xiqu Centre Car Park,Yau Tsim Mong,46,,,2026-02-02 00:09:12,OPEN
2026-02-02T00:13:25.653218+08:00,tdstt30,Hoi Ting Road,Yau Tsim Mong,14,,,2026-02-02 00:09:38,OPEN
2026-02-02T00:13:25.653218+08:00,tdc1p5,Lee Garden Three Car Park,Wan Chai,-1,,,2026-02-02 00:10:02,OPEN
2026-02-02T00:13:25.653218+08:00,tdc1p4,Hysan Place Car Park,Wan Chai,-1,,,2026-02-02 00:10:02,OPEN
2026-02-02T00:13:25.653218+08:00,tdc1p3,Leighton Centre Car Park,Wan Chai,-1,,,2026-02-02 00:10:02,CLOSED
2026-02-02T00:13:25.653218+08:00,tdc1p2,LEE GARDEN TWO CAR PARK,Wan Chai,-1,,,2026-02-02 00:10:02,CLOSED
2026-02-02T00:13:25.653218+08:00,tdc1p1,LEE GARDEN ONE CAR PARK,Wan Chai,-1,,,2026-02-02 00:10:02,CLOSED
2026-02-02T00:13:25.653218+08:00,tdc17p3,West Gate Open Car Park,Yau Tsim Mong,0,,,2026-02-01 22:58:12,OPEN
2026-02-02T00:13:25.653218+08:00,tdstt3p1,Skye Parking Ho Tin Street,Tuen Mun,-1,,-1,2026-02-02 00:10:02,OPEN
2026-02-02T00:13:25.653218+08:00,tdc17p2,Art Park Car Park,Yau Tsim Mong,202,0,,2026-02-02 00:08:12,OPEN
2026-02-02T00:13:25.653218+08:00,tdstt5p1,Skye Parking Ma Wo Road,Tai Po,-1,,,2026-02-02 00:10:02,OPEN
2026-02-02T00:13:25.653218+08:00,tdc14p1004,Choi Ming Car Park 1,Sai Kung,30,,,2026-02-02 00:10:00,OPEN
2026-02-02T00:13:25.653218+08:00,tdc14p1005,Choi Ming Car Park 2,Sai Kung,30,,,2026-02-02 00:10:00,OPEN
2026-02-02T00:13:25.653218+08:00,tdc14p1006,Kin Ming Car Park A,Sai Kung,30,,,2026-02-02 00:10:00,OPEN
2026-02-02T00:13:25.653218+08:00,tdc14p1007,Tong Ming Car Park,Sai Kung,30,,,2026-02-02 00:10:00,OPEN
2026-02-02T00:13:25.653218+08:00,tdc14p1008,TKO Spot Car Park A,Sai Kung,30,,,2026-02-02 00:10:00,OPEN
2026-02-02T00:13:25.653218+08:00,tdc14p1012,TKO Spot Car Park B,Sai Kung,30,,,2026-02-02 00:10:00,OPEN
2026-02-02T00:13:25.653218+08:00,tdc14p1015,Oi Tung Car Park,Eastern,30,,,2026-02-02 00:10:00,OPEN
2026-02-02T00:13:25.653218+08:00,tdc14p1016,Yiu Tung Car Park 1,Eastern,29,,,2026-02-02 00:10:00,OPEN
2026-02-02T00:13:25.653218+08:00,tdc14p1017,Hing Tung Car Park,Eastern,30,,,2026-02-02 00:10:00,OPEN
2026-02-02T00:13:25.653218+08:00,tdstt38,Man Lai Road,Sha Tin,-1,,,2026-02-02 00:10:02,OPEN
2026-02-02T00:13:25.653218+08:00,tdc268p1,Shek Kip Mei Park Sports Centre,Sham Shui Po,-1,,,2026-02-02 00:10:02,CLOSED
2026-02-02T00:13:25.653218+08:00,tdc14p1030,Siu Sai Wan Phase 3 Car Park,Eastern,30,,,2026-02-02 00:10:00,OPEN
2026-02-02T00:13:25.653218+08:00,tdc14p1031,Siu Sai Wan Phase 1 Car Park,Eastern,30,,,2026-02-02 00:10:00,OPEN
2026-02-02T00:13:25.653218+08:00,tdc14p1032,Tsui Wan Car Park,Eastern,0,,,2026-02-02 00:10:00,OPEN
2026-02-02T00:13:25.653218+08:00,tdc14p1033,Wan Tsui Car Park,Eastern,19,,,2026-02-02 00:10:00,OPEN
2026-02-02T00:13:25.653218+08:00,tdc14p1034,Hing Wah Car Park B,Eastern,30,,,2026-02-02 00:10:00,OPEN
2026-02-02T00:13:25.653218+08:00,tdc14p1037,Yiu Tung Car Park 2,Eastern,30,,,2026-02-02 00:10:00,OPEN
2026-02-02T00:13:25.653218+08:00,tdc25p42,Cornell Centre,Eastern,5,,,2026-02-02 00:09:13,OPEN
2026-02-02T00:13:25.653218+08:00,tdc14p2101,Chung On Car Park,Sha Tin,30,,,2026-02-02 00:10:00,OPEN
2026-02-02T00:13:25.653218+08:00,tdc14p2104,Heng On Car Park,Sha Tin,30,,,2026-02-02 00:10:00,OPEN
2026-02-02T00:13:25.653218+08:00,tdc14p2106,Yiu On Car Park,Sha Tin,30,,,2026-02-02 00:10:00,OPEN
2026-02-02T00:13:25.653218+08:00,tdc25p41,Chai Wan Industrial City Phase II,Eastern,10,,,2026-02-02 00:09:14,OPEN
2026-02-02T00:13:25.653218+08:00,tdc25p40,Chai Wan Industrial City Phase I,Eastern,11,,,2026-02-02 00:09:14,OPEN
2026-02-02T00:13:25.653218+08:00,tdc14p2116,Cheung Wah Car Park A,North,29,,,2026-02-02 00:10:00,OPEN
2026-02-02T00:13:25.653218+08:00,tdc14p2117,Cheung Wah Car Park B,North,18,,,2026-02-02 00:10:00,OPEN
2026-02-02T00:13:25.653218+08:00,tdc14p2118,Choi Yuen Car Park A,North,30,,,2026-02-02 00:10:00,OPEN
2026-02-02T00:13:25.653218+08:00,tdc14p2119,Choi Yuen Car Park B,North,30,,,2026-02-02 00:10:00,OPEN
2026-02-02T00:13:25.653218+08:00,tdc14p2120,Choi Yuen Car Park C,North,30,,,2026-02-02 00:10:00,OPEN
2026-02-02T00:13:25.653218+08:00,tdc14p2121,Choi Yuen Car Park D,North,3,,,2026-02-02 00:10:00,OPEN
2026-02-02T00:13:25.653218+08:00,tdc284p1,Shun Chi Court Car Park,Kwun Tong,-1,,,2026-02-02 00:10:02,CLOSED
2026-02-02T00:13:25.653218+08:00,tdc14p3201,Hin Keng Car Park,Sha Tin,30,,,2026-02-02 00:10:00,OPEN
2026-02-02T00:13:25.653218+08:00,tdc14p3204,Lung Hang A Car Park,Sha Tin,30,,,2026-02-02 00:10:00,OPEN
2026-02-02T00:13:25.653218+08:00,tdc14p3206,Sun Chui Car Park B,Sha Tin,30,,,2026-02-02 00:10:00,OPEN
2026-02-02T00:13:25.653218+08:00,tdc269p1,Shek Kip Mei Park Stage Three,Sham Shui Po,-1,,,2026-02-02 00:10:02,CLOSED
2026-02-02T00:13:25.653218+08:00,tdc14p3216,Mei Lam Car Park,Sha Tin,30,,,2026-02-02 00:10:00,OPEN
2026-02-02T00:13:25.653218+08:00,tdc264p1,Siu Tsui Court,Tuen Mun,-1,,,2026-02-02 00:10:02,CLOSED
2026-02-02T00:13:25.653218+08:00,tdc14p3303,Tin Wah Car Park,Yuen Long,30,,,2026-02-02 00:10:00,OPEN
2026-02-02T00:13:25.653218+08:00,tdc14p3304,T Town South Car Park,Yuen Long,30,,,2026-02-02 00:10:00,OPEN
2026-02-02T00:13:25.653218+08:00,tdc14p3306,T Town North Car Park,Yuen Long,30,,,2026-02-02 00:10:00,OPEN
2026-02-02T00:13:25.653218+08:00,tdc247p1,King Shan Court Car Park,Wong Tai Sin,28,,,2026-02-02 00:06:32,CLOSED
2026-02-02T00:13:25.653218+08:00,tdc14p3309,Tin Chak Car Park,Yuen Long,24,,,2026-02-02 00:10:00,OPEN
2026-02-02T00:13:25.653218+08:00,tdc14p3311,Tin Yat Car Park,Yuen Long,30,,,2026-02-02 00:10:00,OPEN
2026-02-02T00:13:25.653218+08:00,tdc14p3431,Hong Pak Car Park,Kwun Tong,30,,,2026-02-02 00:10:00,OPEN
2026-02-02T00:13:25.653218+08:00,tdc14p3432,Hong Shui Car Park,Kwun Tong,30,,,2026-02-02 00:10:00,OPEN
2026-02-02T00:13:25.653218+08:00,tdc14p3433,Ko Chun Car Park,Kwun Tong,30,,,2026-02-02 00:10:00,OPEN
